Date,Daily Average Temperature (F),Daily Maximum Temperature (F),Daily Minimum Temperature (F),Date
"42,046.00",25.5,34,17,
"42,047.00",12,17,7,
"42,048.00",14.5,26,3,
"42,049.00",13,26,0,
"42,050.00",6,14,-2,
"42,051.00",15,18,12,
"42,052.00",13,18,8,
"42,053.00",2,8,-4,
"42,054.00",-2,5,-9,
"42,055.00",6.5,19,-6,
"42,056.00",23.5,28,19,
"42,057.00",12,23,1,
"42,058.00",3,11,-5,
"42,059.00",18.5,32,5,
"42,060.00",15,20,10,
"42,061.00",11,17,5,
"42,062.00",9,18,0,
"42,063.00",7,19,-5,
"42,064.00",20,28,12,
"42,065.00",22,28,16,
"42,066.00",29.5,34,25,
"42,067.00",20,31,9,
"42,068.00",9.5,16,3,
"42,069.00",14,28,0,
"42,070.00",33,46,20,
"42,071.00",37.5,45,30,
"42,072.00",39.5,50,29,
"42,073.00",43.5,55,32,
"42,074.00",41.5,50,33,
"42,075.00",39,49,29,
"42,076.00",49.5,65,34,
"42,077.00",45.5,57,34,
"42,078.00",44.5,60,29,
"42,079.00",54.5,71,38,
"42,080.00",39.5,45,34,
"42,081.00",41,50,32,
"42,082.00",37.5,42,33,
"42,083.00",42.5,55,30,
"42,084.00",36,44,28,
"42,085.00",30.5,33,28,
"42,086.00",29,33,25,
"42,087.00",29,36,22,
"42,088.00",38,43,33,
"42,089.00",32.5,39,26,
"42,090.00",23.5,29,18,
"42,091.00",26,34,18,
"42,092.00",35.5,46,25,
"42,093.00",46.5,58,35,
"42,094.00",44.5,51,38,
"42,095.00",47.5,62,33,
"42,096.00",58.5,66,51,
"42,097.00",40.5,53,28,
"42,098.00",40.5,58,23,
"42,099.00",41,47,35,
"42,100.00",39.5,47,32,
"42,101.00",39.5,43,36,
"42,102.00",37.5,39,36,
"42,103.00",45.5,54,37,
"42,104.00",47,56,38,
"42,105.00",50.5,63,38,
"42,106.00",53.5,68,39,
"42,107.00",59,66,52,
"42,108.00",51.5,62,41,
"42,109.00",45,54,36,
"42,110.00",48,55,41,
"42,111.00",61,76,46,
"42,112.00",49.5,58,41,
"42,113.00",48.5,55,42,
"42,114.00",46.5,50,43,
"42,115.00",40.5,44,37,
"42,116.00",39,44,34,
"42,117.00",41.5,51,32,
"42,118.00",39.5,49,30,
"42,119.00",40,42,38,
"42,120.00",42.5,50,35,
"42,121.00",45,51,39,
"42,122.00",45,52,38,
"42,123.00",46.5,56,37,
"42,124.00",43,46,40,
"42,125.00",50,61,39,
"42,126.00",63.5,76,51,
"42,127.00",69,80,58,
"42,128.00",59,68,50,
"42,129.00",48.5,53,44,
"42,130.00",52.5,60,45,
"42,131.00",63,81,45,
"42,132.00",71.5,80,63,
"42,133.00",54,63,45,
"42,134.00",44,47,41,
"42,135.00",57.5,70,45,
"42,136.00",48.5,54,43,
"42,137.00",43,49,37,
"42,138.00",48.5,57,40,
"42,139.00",61,75,47,
"42,140.00",56.5,66,47,
"42,141.00",62.5,78,47,
"42,142.00",62,75,49,
"42,143.00",44,51,37,
"42,144.00",43.5,50,37,
"42,145.00",58,72,44,
"42,146.00",50,57,43,
"42,147.00",59.5,74,45,
"42,148.00",59,67,51,
"42,149.00",66.5,79,54,
"42,150.00",68,76,60,
"42,151.00",65,72,58,
"42,152.00",69.5,80,59,
"42,153.00",69.5,80,59,
"42,154.00",56,71,41,
"42,155.00",47,53,41,
"42,156.00",48.5,56,41,
"42,157.00",52.5,64,41,
"42,158.00",57,67,47,
"42,159.00",69,82,56,
"42,160.00",57,64,50,
"42,161.00",55,63,47,
"42,162.00",67,82,52,
"42,163.00",71,82,60,
"42,164.00",74,87,61,
"42,165.00",72,87,57,
"42,166.00",57,63,51,
"42,167.00",55.5,59,52,
"42,168.00",61.5,69,54,
"42,169.00",67.5,79,56,
"42,170.00",71.5,81,62,
"42,171.00",60.5,67,54,
"42,172.00",59.5,68,51,
"42,173.00",68,84,52,
"42,174.00",56.5,63,50,
"42,175.00",63,75,51,
"42,176.00",75.5,85,66,
"42,177.00",73.5,82,65,
"42,178.00",69.5,79,60,
"42,179.00",70,80,60,
"42,180.00",64,70,58,
"42,181.00",60,65,55,
"42,182.00",64.5,73,56,
"42,183.00",63,74,52,
"42,184.00",67,73,61,
"42,185.00",63.5,74,53,
"42,186.00",57.5,64,51,
"42,187.00",57.5,64,51,
"42,188.00",63,74,52,
"42,189.00",70,80,60,
"42,190.00",72,82,62,
"42,191.00",73.5,85,62,
"42,192.00",63,72,54,
"42,193.00",57,63,51,
"42,194.00",65,72,58,
"42,195.00",67.5,78,57,
"42,196.00",70.5,78,63,
"42,197.00",70,77,63,
"42,198.00",76.5,88,65,
"42,199.00",69,78,60,
"42,200.00",63.5,70,57,
"42,201.00",64,70,58,
"42,202.00",78.5,91,66,
"42,203.00",76,83,69,
"42,204.00",75.5,82,69,
"42,205.00",74.5,82,67,
"42,206.00",72.5,81,64,
"42,207.00",70,80,60,
"42,208.00",74.5,83,66,
"42,209.00",75.5,85,66,
"42,210.00",75,85,65,
"42,211.00",70.5,80,61,
"42,212.00",74.5,85,64,
"42,213.00",76,86,66,
"42,214.00",79.5,87,72,
"42,215.00",77.5,88,67,
"42,216.00",76.5,85,68,
"42,217.00",75.5,85,66,
"42,218.00",79,93,65,
"42,219.00",73,81,65,
"42,220.00",70.5,80,61,
"42,221.00",67.5,73,62,
"42,222.00",68.5,76,61,
"42,223.00",72.5,79,66,
"42,224.00",69.5,74,65,
"42,225.00",70,76,64,
"42,226.00",72,80,64,
"42,227.00",69.5,76,63,
"42,228.00",67.5,75,60,
"42,229.00",76,85,67,
"42,230.00",80,93,67,
"42,231.00",76.5,87,66,
"42,232.00",81,89,73,
"42,233.00",79.5,90,69,
"42,234.00",73.5,79,68,
"42,235.00",68,74,62,
"42,236.00",63,70,56,
"42,237.00",69,83,55,
"42,238.00",71,79,63,
"42,239.00",67.5,75,60,
"42,240.00",62,69,55,
"42,241.00",60.5,64,57,
"42,242.00",60,65,55,
"42,243.00",63,73,53,
"42,244.00",65,74,56,
"42,245.00",60.5,64,57,
"42,246.00",67,72,62,
"42,247.00",70,80,60,
"42,248.00",78,90,66,
"42,249.00",81,89,73,
"42,250.00",75,86,64,
"42,251.00",70.5,77,64,
"42,252.00",76.5,88,65,
"42,253.00",81,90,72,
"42,254.00",80,86,74,
"42,255.00",72.5,78,67,
"42,256.00",64.5,72,57,
"42,257.00",64,72,56,
"42,258.00",59,64,54,
"42,259.00",55.5,63,48,
"42,260.00",61,71,51,
"42,261.00",66.5,81,52,
"42,262.00",74,84,64,
"42,263.00",70.5,83,58,
"42,264.00",74,85,63,
"42,265.00",66.5,72,61,
"42,266.00",62.5,70,55,
"42,267.00",59.5,69,50,
"42,268.00",60.5,70,51,
"42,269.00",65.5,79,52,
"42,270.00",65.5,76,55,
"42,271.00",64,70,58,
"42,272.00",64,69,59,
"42,273.00",64.5,70,59,
"42,274.00",64.5,70,59,
"42,275.00",72,80,64,
"42,276.00",60.5,67,54,
"42,277.00",55.5,59,52,
"42,278.00",54.5,58,51,
"42,279.00",54,57,51,
"42,280.00",51.5,54,49,
"42,281.00",53.5,57,50,
"42,282.00",58.5,61,56,
"42,283.00",61,68,54,
"42,284.00",56,62,50,
"42,285.00",62,76,48,
"42,286.00",52.5,60,45,
"42,287.00",55,65,45,
"42,288.00",67,79,55,
"42,289.00",63,74,52,
"42,290.00",54.5,61,48,
"42,291.00",52,62,42,
"42,292.00",56.5,66,47,
"42,293.00",44,52,36,
"42,294.00",42,51,33,
"42,295.00",43.5,54,33,
"42,296.00",59,73,45,
"42,297.00",65,73,57,
"42,298.00",64.5,73,56,
"42,299.00",54,60,48,
"42,300.00",55,60,50,
"42,301.00",56.5,66,47,
"42,302.00",52,62,42,
"42,303.00",48.5,59,38,
"42,304.00",53.5,57,50,
"42,305.00",47,56,38,
"42,306.00",41.5,46,37,
"42,307.00",46.5,54,39,
"42,308.00",48,51,45,
"42,309.00",54,62,46,
"42,310.00",61.5,72,51,
"42,311.00",61,73,49,
"42,312.00",60.5,69,52,
"42,313.00",64,71,57,
"42,314.00",53,64,42,
"42,315.00",42,50,34,
"42,316.00",42,53,31,
"42,317.00",41,54,28,
"42,318.00",41.5,54,29,
"42,319.00",49.5,58,41,
"42,320.00",47.5,53,42,
"42,321.00",38.5,43,34,
"42,322.00",41,54,28,
"42,323.00",55.5,63,48,
"42,324.00",53.5,60,47,
"42,325.00",52,56,48,
"42,326.00",53.5,60,47,
"42,327.00",41.5,47,36,
"42,328.00",35.5,40,31,
"42,329.00",26.5,33,20,
"42,330.00",21.5,27,16,
"42,331.00",34.5,42,27,
"42,332.00",33,42,24,
"42,333.00",44.5,51,38,
"42,334.00",49,58,40,
"42,335.00",35,40,30,
"42,336.00",31,37,25,
"42,337.00",30.5,39,22,
"42,338.00",40.5,43,38,
"42,339.00",38.5,43,34,
"42,340.00",33.5,36,31,
"42,341.00",34.5,37,32,
"42,342.00",41.5,50,33,
"42,343.00",38.5,47,30,
"42,344.00",36.5,42,31,
"42,345.00",36,40,32,
"42,346.00",41,45,37,
"42,347.00",45,51,39,
"42,348.00",49,57,41,
"42,349.00",42.5,47,38,
"42,350.00",43,44,42,
"42,351.00",51,60,42,
"42,352.00",49.5,55,44,
"42,353.00",40,44,36,
"42,354.00",43.5,52,35,
"42,355.00",31.5,36,27,
"42,356.00",26,29,23,
"42,357.00",22,29,15,
"42,358.00",37,50,24,
"42,359.00",41.5,46,37,
"42,360.00",37.5,40,35,
"42,361.00",49,58,40,
"42,362.00",38.5,41,36,
"42,363.00",33.5,38,29,
"42,364.00",37.5,40,35,
"42,365.00",35,37,33,
"42,366.00",31,34,28,
"42,367.00",31,35,27,
"42,368.00",29,31,27,
"42,369.00",25,29,21,
"42,370.00",23.5,28,19,
"42,371.00",27,33,21,
"42,372.00",26.5,29,24,
"42,373.00",22.5,29,16,
"42,374.00",22,31,13,
"42,375.00",28.5,35,22,
"42,376.00",35.5,39,32,
"42,377.00",38,39,37,
"42,378.00",29.5,37,22,
"42,379.00",11.5,22,1,
"42,380.00",5.5,14,-3,
"42,381.00",7.5,12,3,
"42,382.00",9,19,-1,
"42,383.00",25.5,36,15,
"42,384.00",34,39,29,
"42,385.00",16.5,29,4,
"42,386.00",0,4,-4,
"42,387.00",1,7,-5,
"42,388.00",7,15,-1,
"42,389.00",18,23,13,
"42,390.00",21,26,16,
"42,391.00",25.5,28,23,
"42,392.00",27.5,31,24,
"42,393.00",25.5,28,23,
"42,394.00",31,35,27,
"42,395.00",29.5,35,24,
"42,396.00",28,34,22,
"42,397.00",32.5,39,26,
"42,398.00",24,32,16,
"42,399.00",38.5,46,31,
"42,400.00",36.5,39,34,
"42,401.00",36.5,44,29,
"42,402.00",33,37,29,
"42,403.00",31,36,26,
"42,404.00",26.5,31,22,
"42,405.00",28.5,32,25,
"42,406.00",30.5,35,26,
"42,407.00",38,45,31,
"42,408.00",26.5,34,19,
"42,409.00",16,19,13,
"42,410.00",12.5,16,9,
"42,411.00",12,19,5,
"42,412.00",11.5,20,3,
"42,413.00",6.5,13,0,
"42,414.00",12,22,2,
"42,415.00",23,28,18,
"42,416.00",28,32,24,
"42,417.00",22.5,32,13,
"42,418.00",23.5,38,9,
"42,419.00",47,57,37,
"42,420.00",45.5,53,38,
"42,421.00",32.5,38,27,
"42,422.00",32.5,36,29,
"42,423.00",36,41,31,
"42,424.00",34,36,32,
"42,425.00",32.5,35,30,
"42,426.00",29.5,34,25,
"42,427.00",42.5,57,28,
"42,428.00",47.5,61,34,
"42,429.00",36,47,25,
"42,430.00",20.5,25,16,
"42,431.00",20,29,11,
"42,432.00",26.5,31,22,
"42,433.00",24,37,11,
"42,434.00",33,36,30,
"42,435.00",39.5,48,31,
"42,436.00",56,66,46,
"42,437.00",63,71,55,
"42,438.00",55.5,67,44,
"42,439.00",41.5,48,35,
"42,440.00",37,44,30,
"42,441.00",48,60,36,
"42,442.00",44.5,48,41,
"42,443.00",44.5,52,37,
"42,444.00",42,49,35,
"42,445.00",50,55,45,
"42,446.00",46.5,54,39,
"42,447.00",37,41,33,
"42,448.00",33.5,37,30,
"42,449.00",34.5,41,28,
"42,450.00",38,47,29,
"42,451.00",46.5,57,36,
"42,452.00",34.5,37,32,
"42,453.00",31.5,35,28,
"42,454.00",32.5,41,24,
"42,455.00",37,46,28,
"42,456.00",43,52,34,
"42,457.00",43,51,35,
"42,458.00",40,51,29,
"42,459.00",51.5,61,42,
"42,460.00",48.5,59,38,
"42,461.00",44,52,36,
"42,462.00",32.5,38,27,
"42,463.00",48.5,70,27,
"42,464.00",30,34,26,
"42,465.00",32,41,23,
"42,466.00",42.5,48,37,
"42,467.00",37,40,34,
"42,468.00",32,40,24,
"42,469.00",27,33,21,
"42,470.00",41,49,33,
"42,471.00",42,49,35,
"42,472.00",35.5,41,30,
"42,473.00",41,46,36,
"42,474.00",45,53,37,
"42,475.00",46,55,37,
"42,476.00",51,63,39,
"42,477.00",54.5,67,42,
"42,478.00",60,78,42,
"42,479.00",44,48,40,
"42,480.00",50,57,43,
"42,481.00",58,66,50,
"42,482.00",47.5,56,39,
"42,483.00",44,50,38,
"42,484.00",49,61,37,
"42,485.00",62.5,78,47,
"42,486.00",44.5,49,40,
"42,487.00",43.5,48,39,
"42,488.00",42,46,38,
"42,489.00",43,47,39,
"42,490.00",43,46,40,
"42,491.00",44,47,41,
"42,492.00",48,57,39,
"42,493.00",54,69,39,
"42,494.00",44.5,49,40,
"42,495.00",47.5,55,40,
"42,496.00",65,85,45,
"42,497.00",60.5,75,46,
"42,498.00",54.5,70,39,
"42,499.00",50.5,58,43,
"42,500.00",47.5,49,46,
"42,501.00",52.5,59,46,
"42,502.00",60,72,48,
"42,503.00",54,64,44,
"42,504.00",43,46,40,
"42,505.00",46,56,36,
"42,506.00",58.5,71,46,
"42,507.00",48.5,54,43,
"42,508.00",51,57,45,
"42,509.00",55,68,42,
"42,510.00",53.5,63,44,
"42,511.00",61.5,71,52,
"42,512.00",62.5,71,54,
"42,513.00",62.5,76,49,
"42,514.00",72,85,59,
"42,515.00",65,77,53,
"42,516.00",73,85,61,
"42,517.00",72,79,65,
"42,518.00",73,82,64,
"42,519.00",71.5,80,63,
"42,520.00",70.5,81,60,
"42,521.00",66.5,73,60,
"42,522.00",71.5,81,62,
"42,523.00",68,76,60,
"42,524.00",66.5,77,56,
"42,525.00",67,76,58,
"42,526.00",70,80,60,
"42,527.00",67,77,57,
"42,528.00",58,63,53,
"42,529.00",55,61,49,
"42,530.00",63,75,51,
"42,531.00",76,91,61,
"42,532.00",76.5,91,62,
"42,533.00",60.5,65,56,
"42,534.00",62.5,71,54,
"42,535.00",65.5,71,60,
"42,536.00",72,79,65,
"42,537.00",66.5,72,61,
"42,538.00",69.5,79,60,
"42,539.00",70,82,58,
"42,540.00",77,89,65,
"42,541.00",80.5,91,70,
"42,542.00",73,82,64,
"42,543.00",72,80,64,
"42,544.00",66,70,62,
"42,545.00",70,79,61,
"42,546.00",73.5,85,62,
"42,547.00",79.5,89,70,
"42,548.00",73,84,62,
"42,549.00",61.5,66,57,
"42,550.00",64,75,53,
"42,551.00",70.5,81,60,
"42,552.00",63.5,68,59,
"42,553.00",67,75,59,
"42,554.00",64,73,55,
"42,555.00",66,72,60,
"42,556.00",77.5,86,69,
"42,557.00",77.5,87,68,
"42,558.00",72.5,79,66,
"42,559.00",75.5,86,65,
"42,560.00",70,77,63,
"42,561.00",69,79,59,
"42,562.00",80,90,70,
"42,563.00",81,88,74,
"42,564.00",80.5,90,71,
"42,565.00",77,86,68,
"42,566.00",65,70,60,
"42,567.00",66.5,76,57,
"42,568.00",75,86,64,
"42,569.00",77.5,87,68,
"42,570.00",74.5,82,67,
"42,571.00",80.5,93,68,
"42,572.00",81.5,93,70,
"42,573.00",81,90,72,
"42,574.00",80.5,89,72,
"42,575.00",83,94,72,
"42,576.00",81,89,73,
"42,577.00",77,86,68,
"42,578.00",79.5,89,70,
"42,579.00",72.5,78,67,
"42,580.00",71.5,76,67,
"42,581.00",71.5,76,67,
"42,582.00",72,78,66,
"42,583.00",73.5,81,66,
"42,584.00",75,84,66,
"42,585.00",80,88,72,
"42,586.00",82,92,72,
"42,587.00",79,86,72,
"42,588.00",74,82,66,
"42,589.00",72,80,64,
"42,590.00",72.5,81,64,
"42,591.00",79,87,71,
"42,592.00",79.5,88,71,
"42,593.00",83.5,94,73,
"42,594.00",77.5,81,74,
"42,595.00",79,86,72,
"42,596.00",77.5,87,68,
"42,597.00",74,81,67,
"42,598.00",78.5,85,72,
"42,599.00",78,88,68,
"42,600.00",78.5,87,70,
"42,601.00",78.5,88,69,
"42,602.00",72,80,64,
"42,603.00",67.5,75,60,
"42,604.00",68,80,56,
"42,605.00",74,85,63,
"42,606.00",79,87,71,
"42,607.00",77,84,70,
"42,608.00",70.5,76,65,
"42,609.00",72,81,63,
"42,610.00",70.5,76,65,
"42,611.00",75,83,67,
"42,612.00",77,85,69,
"42,613.00",69,74,64,
"42,614.00",68,72,64,
"42,615.00",67,72,62,
"42,616.00",66,74,58,
"42,617.00",67.5,78,57,
"42,618.00",78,88,68,
"42,619.00",82.5,94,71,
"42,620.00",76.5,82,71,
"42,621.00",75.5,85,66,
"42,622.00",70,79,61,
"42,623.00",67,74,60,
"42,624.00",65,76,54,
"42,625.00",69,79,59,
"42,626.00",69.5,75,64,
"42,627.00",66.5,72,61,
"42,628.00",66.5,74,59,
"42,629.00",76.5,85,68,
"42,630.00",73,83,63,
"42,631.00",68,78,58,
"42,632.00",75.5,87,64,
"42,633.00",68.5,79,58,
"42,634.00",69,74,64,
"42,635.00",71.5,80,63,
"42,636.00",67,71,63,
"42,637.00",66.5,69,64,
"42,638.00",69.5,75,64,
"42,639.00",61.5,68,55,
"42,640.00",57,63,51,
"42,641.00",56,62,50,
"42,642.00",62.5,66,59,
"42,643.00",61.5,64,59,
"42,644.00",61,63,59,
"42,645.00",60,65,55,
"42,646.00",60.5,68,53,
"42,647.00",64.5,69,60,
"42,648.00",65.5,77,54,
"42,649.00",61.5,70,53,
"42,650.00",60,71,49,
"42,651.00",52,62,42,
"42,652.00",54,61,47,
"42,653.00",56.5,68,45,
"42,654.00",65.5,73,58,
"42,655.00",57.5,68,47,
"42,656.00",47,55,39,
"42,657.00",51,63,39,
"42,658.00",61.5,71,52,
"42,659.00",66,72,60,
"42,660.00",71.5,80,63,
"42,661.00",65.5,76,55,
"42,662.00",60,69,51,
"42,663.00",50.5,55,46,
"42,664.00",45,52,38,
"42,665.00",50,62,38,
"42,666.00",56.5,72,41,
"42,667.00",46.5,54,39,
"42,668.00",46,55,37,
"42,669.00",49.5,53,46,
"42,670.00",46.5,50,43,
"42,671.00",54,66,42,
"42,672.00",62,70,54,
"42,673.00",46.5,54,39,
"42,674.00",48.5,59,38,
"42,675.00",68,77,59,
"42,676.00",57,64,50,
"42,677.00",54.5,65,44,
"42,678.00",51.5,62,41,
"42,679.00",58.5,70,47,
"42,680.00",57.5,70,45,
"42,681.00",54.5,67,42,
"42,682.00",52.5,59,46,
"42,683.00",49,59,39,
"42,684.00",54.5,66,43,
"42,685.00",45.5,54,37,
"42,686.00",42,52,32,
"42,687.00",50,59,41,
"42,688.00",50,59,41,
"42,689.00",48.5,54,43,
"42,690.00",48.5,55,42,
"42,691.00",61,72,50,
"42,692.00",54,68,40,
"42,693.00",33.5,40,27,
"42,694.00",30.5,36,25,
"42,695.00",30,36,24,
"42,696.00",34.5,43,26,
"42,697.00",43,45,41,
"42,698.00",40,43,37,
"42,699.00",38.5,41,36,
"42,700.00",40,48,32,
"42,701.00",39,45,33,
"42,702.00",46.5,51,42,
"42,703.00",47,54,40,
"42,704.00",38,43,33,
"42,705.00",40,43,37,
"42,706.00",36,39,33,
"42,707.00",32,34,30,
"42,708.00",32.5,37,28,
"42,709.00",35,37,33,
"42,710.00",34.5,41,28,
"42,711.00",25.5,29,22,
"42,712.00",22.5,26,19,
"42,713.00",24,28,20,
"42,714.00",21.5,25,18,
"42,715.00",27.5,33,22,
"42,716.00",21.5,30,13,
"42,717.00",10,15,5,
"42,718.00",11.5,20,3,
"42,719.00",6,12,0,
"42,720.00",15.5,23,8,
"42,721.00",19,23,15,
"42,722.00",5,16,-6,
"42,723.00",5,17,-7,
"42,724.00",24,31,17,
"42,725.00",29.5,35,24,
"42,726.00",33.5,40,27,
"42,727.00",31,36,26,
"42,728.00",35.5,38,33,
"42,729.00",36.5,38,35,
"42,730.00",37.5,49,26,
"42,731.00",22,27,17,
"42,732.00",31,44,18,
"42,733.00",33.5,36,31,
"42,734.00",31,37,25,
"42,735.00",31,38,24,
"42,736.00",30,41,19,
"42,737.00",32.5,41,24,
"42,738.00",28.5,39,18,
"42,739.00",11.5,18,5,
"42,740.00",6.5,12,1,
"42,741.00",4,8,0,
"42,742.00",8,15,1,
"42,743.00",11,19,3,
"42,744.00",25,31,19,
"42,745.00",36,50,22,
"42,746.00",30.5,40,21,
"42,747.00",22,26,18,
"42,748.00",18,26,10,
"42,749.00",28,36,20,
"42,750.00",26.5,38,15,
"42,751.00",30,37,23,
"42,752.00",38,40,36,
"42,753.00",36.5,39,34,
"42,754.00",35.5,38,33,
"42,755.00",38,39,37,
"42,756.00",47,56,38,
"42,757.00",42,46,38,
"42,758.00",41,44,38,
"42,759.00",36.5,39,34,
"42,760.00",36,38,34,
"42,761.00",33.5,36,31,
"42,762.00",28,32,24,
"42,763.00",26.5,31,22,
"42,764.00",24,29,19,
"42,765.00",21.5,30,13,
"42,766.00",33.5,38,29,
"42,767.00",26.5,36,17,
"42,768.00",15.5,20,11,
"42,769.00",18,24,12,
"42,770.00",22.5,33,12,
"42,771.00",29.5,38,21,
"42,772.00",30.5,42,19,
"42,773.00",34.5,39,30,
"42,774.00",22,30,14,
"42,775.00",16,22,10,
"42,776.00",31.5,42,21,
"42,777.00",40,45,35,
"42,778.00",39,45,33,
"42,779.00",37.5,46,29,
"42,780.00",41,49,33,
"42,781.00",30.5,35,26,
"42,782.00",33.5,38,29,
"42,783.00",46,64,28,
"42,784.00",54.5,67,42,
"42,785.00",46,58,34,
"42,786.00",47,59,35,
"42,787.00",55.5,66,45,
"42,788.00",55.5,71,40,
"42,789.00",46,57,35,
"42,790.00",33.5,39,28,
"42,791.00",24,28,20,
"42,792.00",33.5,45,22,
"42,793.00",35,47,23,
"42,794.00",49,57,41,
"42,795.00",34.5,42,27,
"42,796.00",28,33,23,
"42,797.00",23,30,16,
"42,798.00",31,35,27,
"42,799.00",43.5,53,34,
"42,800.00",57.5,65,50,
"42,801.00",53,65,41,
"42,802.00",42.5,49,36,
"42,803.00",36,40,32,
"42,804.00",25.5,32,19,
"42,805.00",21.5,29,14,
"42,806.00",23.5,30,17,
"42,807.00",26.5,30,23,
"42,808.00",21,26,16,
"42,809.00",24.5,33,16,
"42,810.00",29.5,37,22,
"42,811.00",37.5,41,34,
"42,812.00",39.5,43,36,
"42,813.00",40.5,46,35,
"42,814.00",48,56,40,
"42,815.00",39,49,29,
"42,816.00",29,34,24,
"42,817.00",35.5,45,26,
"42,818.00",51.5,65,38,
"42,819.00",38,39,37,
"42,820.00",42.5,46,39,
"42,821.00",42,46,38,
"42,822.00",38.5,43,34,
"42,823.00",38,44,32,
"42,824.00",38.5,40,37,
"42,825.00",40,45,35,
"42,826.00",46.5,59,34,
"42,827.00",49,57,41,
"42,828.00",45.5,49,42,
"42,829.00",50,57,43,
"42,830.00",40.5,43,38,
"42,831.00",45,52,38,
"42,832.00",44,52,36,
"42,833.00",51.5,66,37,
"42,834.00",65.5,75,56,
"42,835.00",57,76,38,
"42,836.00",44.5,50,39,
"42,837.00",44.5,53,36,
"42,838.00",45,49,41,
"42,839.00",49,57,41,
"42,840.00",65.5,82,49,
"42,841.00",63.5,73,54,
"42,842.00",48,57,39,
"42,843.00",56.5,73,40,
"42,844.00",54,67,41,
"42,845.00",53.5,65,42,
"42,846.00",47.5,54,41,
"42,847.00",48,57,39,
"42,848.00",55,71,39,
"42,849.00",52.5,66,39,
"42,850.00",59,70,48,
"42,851.00",65.5,74,57,
"42,852.00",50.5,58,43,
"42,853.00",46.5,54,39,
"42,854.00",42,45,39,
"42,855.00",42,43,41,
"42,856.00",50,59,41,
"42,857.00",45.5,50,41,
"42,858.00",44,55,33,
"42,859.00",49,58,40,
"42,860.00",46.5,51,42,
"42,861.00",48,54,42,
"42,862.00",45,53,37,
"42,863.00",42.5,49,36,
"42,864.00",48.5,53,44,
"42,865.00",53,62,44,
"42,866.00",54.5,63,46,
"42,867.00",53,59,47,
"42,868.00",63.5,80,47,
"42,869.00",52,57,47,
"42,870.00",57.5,68,47,
"42,871.00",71.5,87,56,
"42,872.00",72.5,84,61,
"42,873.00",59.5,75,44,
"42,874.00",44.5,48,41,
"42,875.00",50,54,46,
"42,876.00",56.5,63,50,
"42,877.00",58.5,67,50,
"42,878.00",56.5,66,47,
"42,879.00",53,59,47,
"42,880.00",59,66,52,
"42,881.00",56,62,50,
"42,882.00",61,72,50,
"42,883.00",67.5,76,59,
"42,884.00",64.5,74,55,
"42,885.00",62,71,53,
"42,886.00",63.5,74,53,
"42,887.00",62.5,77,48,
"42,888.00",70,82,58,
"42,889.00",72,83,61,
"42,890.00",78.5,89,68,
"42,891.00",62.5,71,54,
"42,892.00",61.5,68,55,
"42,893.00",62.5,74,51,
"42,894.00",67.5,81,54,
"42,895.00",68,77,59,
"42,896.00",74.5,90,59,
"42,897.00",83,92,74,
"42,898.00",80.5,94,67,
"42,899.00",67.5,76,59,
"42,900.00",73.5,87,60,
"42,901.00",80,91,69,
"42,902.00",79,86,72,
"42,903.00",76,86,66,
"42,904.00",73,79,67,
"42,905.00",69,78,60,
"42,906.00",65,74,56,
"42,907.00",65.5,74,57,
"42,908.00",76.5,87,66,
"42,909.00",73.5,82,65,
"42,910.00",65,74,56,
"42,911.00",62.5,72,53,
"42,912.00",61.5,69,54,
"42,913.00",65.5,77,54,
"42,914.00",66,75,57,
"42,915.00",73.5,81,66,
"42,916.00",74,81,67,
"42,917.00",74.5,83,66,
"42,918.00",71.5,83,60,
"42,919.00",66,73,59,
"42,920.00",68.5,77,60,
"42,921.00",72.5,82,63,
"42,922.00",80,91,69,
"42,923.00",73,85,61,
"42,924.00",66.5,74,59,
"42,925.00",74.5,85,64,
"42,926.00",76.5,84,69,
"42,927.00",73,80,66,
"42,928.00",77.5,85,70,
"42,929.00",74,81,67,
"42,930.00",66.5,71,62,
"42,931.00",71.5,81,62,
"42,932.00",65.5,73,58,
"42,933.00",64,73,55,
"42,934.00",74,87,61,
"42,935.00",73.5,80,67,
"42,936.00",77.5,85,70,
"42,937.00",74.5,83,66,
"42,938.00",74.5,81,68,
"42,939.00",76,86,66,
"42,940.00",66,71,61,
"42,941.00",68,78,58,
"42,942.00",76.5,85,68,
"42,943.00",73,78,68,
"42,944.00",71.5,77,66,
"42,945.00",69,76,62,
"42,946.00",71,82,60,
"42,947.00",75,84,66,
"42,948.00",76,86,66,
"42,949.00",75,82,68,
"42,950.00",70.5,79,62,
"42,951.00",62,68,56,
"42,952.00",70.5,81,60,
"42,953.00",69.5,76,63,
"42,954.00",68.5,74,63,
"42,955.00",73.5,83,64,
"42,956.00",74,82,66,
"42,957.00",75,84,66,
"42,958.00",71,77,65,
"42,959.00",67,75,59,
"42,960.00",67,77,57,
"42,961.00",69.5,77,62,
"42,962.00",70.5,76,65,
"42,963.00",70,78,62,
"42,964.00",75.5,82,69,
"42,965.00",74.5,80,69,
"42,966.00",74,83,65,
"42,967.00",74,85,63,
"42,968.00",76,84,68,
"42,969.00",72.5,80,65,
"42,970.00",68.5,76,61,
"42,971.00",63.5,70,57,
"42,972.00",61.5,70,53,
"42,973.00",65.5,75,56,
