Date,Daily Average Temperature (F),Daily Maximum Temperature (F),Daily Minimum Temperature (F)
1/1/00,37.5,43,32
1/2/00,45,56,34
1/3/00,33,36,30
1/4/00,24.5,30,19
1/5/00,16,25,7
1/6/00,29,35,23
1/7/00,21.5,28,15
1/8/00,32,41,23
1/9/00,36,39,33
1/10/00,39,42,36
1/11/00,30,36,24
1/12/00,26.5,32,21
1/13/00,22,31,13
1/14/00,19,26,12
1/15/00,30.5,37,24
1/16/00,28.5,38,19
1/17/00,23.5,26,21
1/18/00,27.5,35,20
1/19/00,20.5,25,16
1/20/00,10,18,2
1/21/00,3.5,10,-3
1/22/00,16,24,8
1/23/00,12,21,3
1/24/00,6.5,16,-3
1/25/00,15.5,21,10
1/26/00,15,21,9
1/27/00,19.5,27,12
1/28/00,19.5,30,9
1/29/00,23.5,30,17
1/30/00,27,30,24
1/31/00,22.5,27,18
2/1/00,25,30,20
2/2/00,21,29,13
2/3/00,30,34,26
2/4/00,24,29,19
2/5/00,25.5,34,17
2/6/00,23,31,15
2/7/00,23.5,32,15
2/8/00,20.5,33,8
2/9/00,37,42,32
2/10/00,30,35,25
2/11/00,19.5,25,14
2/12/00,21,31,11
2/13/00,29,31,27
2/14/00,24.5,30,19
2/15/00,29.5,40,19
2/16/00,29,38,20
2/17/00,24,33,15
2/18/00,30,32,28
2/19/00,27.5,32,23
2/20/00,27.5,35,20
2/21/00,33,46,20
2/22/00,45.5,53,38
2/23/00,50,61,39
2/24/00,44.5,51,38
2/25/00,49.5,59,40
2/26/00,55.5,64,47
2/27/00,44.5,51,38
2/28/00,39.5,49,30
2/29/00,50,61,39
3/1/00,41,49,33
3/2/00,31.5,37,26
3/3/00,33.5,45,22
3/4/00,45,59,31
3/5/00,42,52,32
3/6/00,46.5,63,30
3/7/00,64,77,51
3/8/00,66,77,55
3/9/00,43,61,25
3/10/00,27.5,32,23
3/11/00,28.5,34,23
3/12/00,32,43,21
3/13/00,39,44,34
3/14/00,42,54,30
3/15/00,43.5,55,32
3/16/00,30,35,25
3/17/00,28,33,23
3/18/00,32,36,28
3/19/00,36,38,34
3/20/00,41,45,37
3/21/00,46.5,53,40
3/22/00,49.5,58,41
3/23/00,46.5,59,34
3/24/00,53.5,62,45
3/25/00,52.5,59,46
3/26/00,50,63,37
3/27/00,46.5,55,38
3/28/00,39.5,46,33
3/29/00,38,45,31
3/30/00,36,44,28
3/31/00,47.5,62,33
4/1/00,49,53,45
4/2/00,48,56,40
4/3/00,48.5,59,38
4/4/00,37.5,44,31
4/5/00,41.5,61,22
4/6/00,51,60,42
4/7/00,38,49,27
4/8/00,33,41,25
4/9/00,43,53,33
4/10/00,33.5,36,31
4/11/00,34.5,37,32
4/12/00,38,46,30
4/13/00,45,54,36
4/14/00,59,75,43
4/15/00,48.5,60,37
4/16/00,39,41,37
4/17/00,37.5,39,36
4/18/00,44,49,39
4/19/00,43,46,40
4/20/00,43.5,48,39
4/21/00,43,49,37
4/22/00,45.5,58,33
4/23/00,47,52,42
4/24/00,46.5,54,39
4/25/00,45,54,36
4/26/00,50,63,37
4/27/00,53,64,42
4/28/00,53,66,40
4/29/00,43,47,39
4/30/00,48,59,37
5/1/00,55.5,66,45
5/2/00,50.5,59,42
5/3/00,57,69,45
5/4/00,71,82,60
5/5/00,72.5,84,61
5/6/00,73.5,83,64
5/7/00,71,77,65
5/8/00,75,85,65
5/9/00,56.5,65,48
5/10/00,53.5,64,43
5/11/00,61,70,52
5/12/00,63.5,72,55
5/13/00,50.5,58,43
5/14/00,50.5,60,41
5/15/00,55.5,68,43
5/16/00,52.5,60,45
5/17/00,49.5,55,44
5/18/00,47.5,54,41
5/19/00,43.5,46,41
5/20/00,48,56,40
5/21/00,52.5,65,40
5/22/00,64.5,77,52
5/23/00,68.5,80,57
5/24/00,66,79,53
5/25/00,62.5,73,52
5/26/00,53.5,59,48
5/27/00,51,53,49
5/28/00,48.5,52,45
5/29/00,50.5,61,40
5/30/00,59.5,70,49
5/31/00,61,69,53
6/1/00,69.5,85,54
6/2/00,57.5,68,47
6/3/00,51,58,44
6/4/00,53,56,50
6/5/00,53,61,45
6/6/00,58,72,44
6/7/00,66,77,55
6/8/00,77,88,66
6/9/00,78,88,68
6/10/00,80.5,89,72
6/11/00,67.5,83,52
6/12/00,52,54,50
6/13/00,59.5,65,54
6/14/00,69.5,76,63
6/15/00,69,76,62
6/16/00,67,74,60
6/17/00,57,63,51
6/18/00,63,72,54
6/19/00,67.5,79,56
6/20/00,73,83,63
6/21/00,74.5,81,68
6/22/00,69,76,62
6/23/00,68.5,79,58
6/24/00,67.5,75,60
6/25/00,74.5,86,63
6/26/00,72,78,66
6/27/00,66,74,58
6/28/00,60.5,66,55
6/29/00,66.5,78,55
6/30/00,68,80,56
7/1/00,72,82,62
7/2/00,73,82,64
7/3/00,61,66,56
7/4/00,63,72,54
7/5/00,65.5,73,58
7/6/00,67.5,75,60
7/7/00,64,69,59
7/8/00,69.5,78,61
7/9/00,79,86,72
7/10/00,70,77,63
7/11/00,66,71,61
7/12/00,68,74,62
7/13/00,76,87,65
7/14/00,74.5,84,65
7/15/00,69,74,64
7/16/00,69.5,78,61
7/17/00,73.5,84,63
7/18/00,59.5,64,55
7/19/00,62,66,58
7/20/00,66.5,75,58
7/21/00,64,72,56
7/22/00,60.5,67,54
7/23/00,61.5,70,53
7/24/00,63,75,51
7/25/00,69.5,79,60
7/26/00,74.5,84,65
7/27/00,75,83,67
7/28/00,70,74,66
7/29/00,69.5,73,66
7/30/00,68.5,70,67
7/31/00,68.5,71,66
8/1/00,73,82,64
8/2/00,73,83,63
8/3/00,64,70,58
8/4/00,68,79,57
8/5/00,69,76,62
8/6/00,76.5,87,66
8/7/00,75.5,85,66
8/8/00,77,86,68
8/9/00,74.5,84,65
8/10/00,73,82,64
8/11/00,68,74,62
8/12/00,69,79,59
8/13/00,74.5,83,66
8/14/00,75,81,69
8/15/00,77,88,66
8/16/00,65,71,59
8/17/00,63.5,70,57
8/18/00,65.5,72,59
8/19/00,62.5,67,58
8/20/00,61,69,53
8/21/00,66,72,60
8/22/00,73.5,82,65
8/23/00,69.5,78,61
8/24/00,70,78,62
8/25/00,73.5,82,65
8/26/00,70,75,65
8/27/00,68.5,72,65
8/28/00,70,73,67
8/29/00,73,80,66
8/30/00,70.5,75,66
8/31/00,80,88,72
9/1/00,78,87,69
9/2/00,75,83,67
9/3/00,72.5,81,64
9/4/00,61,64,58
9/5/00,59.5,63,56
9/6/00,58.5,66,51
9/7/00,72,84,60
9/8/00,67.5,71,64
9/9/00,72,80,64
9/10/00,76.5,82,71
9/11/00,69.5,75,64
9/12/00,61,68,54
9/13/00,64.5,78,51
9/14/00,62.5,71,54
9/15/00,53.5,59,48
9/16/00,54.5,66,43
9/17/00,65.5,77,54
9/18/00,68,85,51
9/19/00,71.5,82,61
9/20/00,54.5,61,48
9/21/00,53,61,45
9/22/00,54.5,59,50
9/23/00,56,60,52
9/24/00,48.5,54,43
9/25/00,49,56,42
9/26/00,56.5,69,44
9/27/00,54,59,49
9/28/00,51.5,58,45
9/29/00,60.5,73,48
9/30/00,65,75,55
10/1/00,69.5,80,59
10/2/00,63.5,75,52
10/3/00,58.5,68,49
10/4/00,51.5,56,47
10/5/00,49.5,55,44
10/6/00,40.5,46,35
10/7/00,39.5,48,31
10/8/00,40,46,34
10/9/00,45.5,57,34
10/10/00,50.5,64,37
10/11/00,54,66,42
10/12/00,58,72,44
10/13/00,65.5,77,54
10/14/00,67,76,58
10/15/00,51,59,43
10/16/00,49.5,57,42
10/17/00,48,56,40
10/18/00,57,71,43
10/19/00,56.5,68,45
10/20/00,66,77,55
10/21/00,55,60,50
10/22/00,54.5,59,50
10/23/00,59,64,54
10/24/00,61,66,56
10/25/00,59,64,54
10/26/00,65.5,73,58
10/27/00,57,66,48
10/28/00,46.5,50,43
10/29/00,46.5,50,43
10/30/00,51,56,46
10/31/00,58,64,52
11/1/00,57.5,66,49
11/2/00,56.5,62,51
11/3/00,48,55,41
11/4/00,46.5,56,37
11/5/00,49,60,38
11/6/00,50,52,48
11/7/00,47.5,55,40
11/8/00,40,46,34
11/9/00,38,40,36
11/10/00,39,45,33
11/11/00,37,46,28
11/12/00,45.5,47,44
11/13/00,36.5,44,29
11/14/00,32,35,29
11/15/00,31,39,23
11/16/00,34.5,40,29
11/17/00,27.5,29,26
11/18/00,27,31,23
11/19/00,29,37,21
11/20/00,24,30,18
11/21/00,17.5,22,13
11/22/00,22.5,29,16
11/23/00,27.5,34,21
11/24/00,34,44,24
11/25/00,36,46,26
11/26/00,38.5,40,37
11/27/00,33,37,29
11/28/00,34.5,39,30
11/29/00,34,36,32
11/30/00,34,36,32
12/1/00,33.5,36,31
12/2/00,28.5,33,24
12/3/00,30,36,24
12/4/00,30.5,36,25
12/5/00,17.5,28,7
12/6/00,12,18,6
12/7/00,19.5,27,12
12/8/00,17,24,10
12/9/00,14.5,29,0
12/10/00,22.5,32,13
12/11/00,19.5,28,11
12/12/00,5.5,13,-2
12/13/00,11,26,-4
12/14/00,18.5,27,10
12/15/00,20.5,33,8
12/16/00,27.5,36,19
12/17/00,10,19,1
12/18/00,7.5,15,0
12/19/00,15.5,21,10
12/20/00,10,18,2
12/21/00,5,17,-7
12/22/00,2.5,13,-8
12/23/00,7,17,-3
12/24/00,8.5,17,0
12/25/00,5.5,14,-3
12/26/00,15,21,9
12/27/00,10.5,16,5
12/28/00,15,23,7
12/29/00,25.5,30,21
12/30/00,28,32,24
12/31/00,20.5,27,14
1/1/01,18.5,26,11
1/2/01,11.5,21,2
1/3/01,20.5,33,8
1/4/01,24.5,31,18
1/5/01,30,37,23
1/6/01,27,33,21
1/7/01,28,33,23
1/8/01,19,24,14
1/9/01,19,27,11
1/10/01,27.5,37,18
1/11/01,31.5,39,24
1/12/01,31,39,23
1/13/01,33.5,35,32
1/14/01,34.5,36,33
1/15/01,34.5,36,33
1/16/01,31.5,34,29
1/17/01,23,29,17
1/18/01,23.5,32,15
1/19/01,20,27,13
1/20/01,16.5,23,10
1/21/01,17,25,9
1/22/01,16.5,27,6
1/23/01,25.5,30,21
1/24/01,23.5,29,18
1/25/01,18.5,26,11
1/26/01,23,29,17
1/27/01,19.5,25,14
1/28/01,20,27,13
1/29/01,32,39,25
1/30/01,34,38,30
1/31/01,32.5,36,29
2/1/01,18,31,5
2/2/01,9,17,1
2/3/01,17.5,27,8
2/4/01,29.5,33,26
2/5/01,27.5,30,25
2/6/01,26,31,21
2/7/01,23.5,34,13
2/8/01,37,42,32
2/9/01,32,46,18
2/10/01,13.5,18,9
2/11/01,17.5,27,8
2/12/01,30.5,35,26
2/13/01,32,34,30
2/14/01,29.5,35,24
2/15/01,25.5,28,23
2/16/01,19,28,10
2/17/01,9.5,16,3
2/18/01,14.5,25,4
2/19/01,31.5,38,25
2/20/01,22.5,32,13
2/21/01,11.5,18,5
2/22/01,19,26,12
2/23/01,22.5,28,17
2/24/01,37,46,28
2/25/01,38.5,49,28
2/26/01,28,33,23
2/27/01,19,25,13
2/28/01,16,24,8
3/1/01,30,40,20
3/2/01,35,40,30
3/3/01,36,47,25
3/4/01,28.5,33,24
3/5/01,21.5,28,15
3/6/01,28,35,21
3/7/01,32.5,42,23
3/8/01,30,33,27
3/9/01,31.5,38,25
3/10/01,35.5,48,23
3/11/01,29,33,25
3/12/01,35.5,43,28
3/13/01,34.5,39,30
3/14/01,36.5,43,30
3/15/01,34,36,32
3/16/01,32,34,30
3/17/01,31.5,37,26
3/18/01,31,43,19
3/19/01,33,44,22
3/20/01,35.5,46,25
3/21/01,38,47,29
3/22/01,37.5,47,28
3/23/01,37,44,30
3/24/01,25.5,30,21
3/25/01,19.5,22,17
3/26/01,24.5,32,17
3/27/01,33,38,28
3/28/01,35,44,26
3/29/01,36,41,31
3/30/01,38.5,44,33
3/31/01,40.5,47,34
4/1/01,38.5,47,30
4/2/01,41.5,51,32
4/3/01,36,39,33
4/4/01,39.5,47,32
4/5/01,42,53,31
4/6/01,47.5,56,39
4/7/01,60,81,39
4/8/01,55,68,42
4/9/01,41,44,38
4/10/01,42,46,38
4/11/01,54,65,43
4/12/01,54.5,63,46
4/13/01,45,52,38
4/14/01,51,63,39
4/15/01,50,59,41
4/16/01,35.5,41,30
4/17/01,36,43,29
4/18/01,38.5,49,28
4/19/01,46.5,60,33
4/20/01,56.5,67,46
4/21/01,67,80,54
4/22/01,49.5,59,40
4/23/01,57.5,72,43
4/24/01,50,60,40
4/25/01,51,61,41
4/26/01,62,77,47
4/27/01,49,53,45
4/28/01,48.5,56,41
4/29/01,55,67,43
4/30/01,68,82,54
5/1/01,70,82,58
5/2/01,73.5,80,67
5/3/01,59.5,71,48
5/4/01,49.5,54,45
5/5/01,48.5,54,43
5/6/01,54.5,63,46
5/7/01,60,66,54
5/8/01,61,74,48
5/9/01,65.5,79,52
5/10/01,65.5,78,53
5/11/01,49,56,42
5/12/01,47,55,39
5/13/01,52.5,66,39
5/14/01,52.5,61,44
5/15/01,67,86,48
5/16/01,66.5,81,52
5/17/01,63,73,53
5/18/01,59.5,66,53
5/19/01,59,68,50
5/20/01,60.5,70,51
5/21/01,59,65,53
5/22/01,52.5,61,44
5/23/01,49.5,55,44
5/24/01,49.5,55,44
5/25/01,50,58,42
5/26/01,49,55,43
5/27/01,54,59,49
5/28/01,61.5,71,52
5/29/01,50.5,57,44
5/30/01,50,59,41
5/31/01,49.5,55,44
6/1/01,55.5,63,48
6/2/01,51.5,55,48
6/3/01,50,53,47
6/4/01,47,51,43
6/5/01,49.5,55,44
6/6/01,54,58,50
6/7/01,60.5,68,53
6/8/01,62,71,53
6/9/01,70,81,59
6/10/01,72.5,83,62
6/11/01,70.5,81,60
6/12/01,72.5,84,61
6/13/01,76,87,65
6/14/01,79,88,70
6/15/01,69,75,63
6/16/01,68.5,81,56
6/17/01,67,77,57
6/18/01,72.5,85,60
6/19/01,72.5,80,65
6/20/01,67.5,75,60
6/21/01,64,70,58
6/22/01,59,63,55
6/23/01,60.5,70,51
6/24/01,67.5,77,58
6/25/01,72,82,62
6/26/01,73,81,65
6/27/01,73.5,83,64
6/28/01,73.5,81,66
6/29/01,76.5,86,67
6/30/01,79,88,70
7/1/01,62,73,51
7/2/01,55,63,47
7/3/01,71,82,60
7/4/01,74,84,64
7/5/01,61.5,68,55
7/6/01,66,77,55
7/7/01,74.5,84,65
7/8/01,72,82,62
7/9/01,77,86,68
7/10/01,74.5,88,61
7/11/01,65,72,58
7/12/01,67,74,60
7/13/01,70.5,80,61
7/14/01,73.5,84,63
7/15/01,76.5,87,66
7/16/01,76,85,67
7/17/01,73.5,78,69
7/18/01,74,80,68
7/19/01,73.5,80,67
7/20/01,79,87,71
7/21/01,83,90,76
7/22/01,80.5,90,71
7/23/01,82.5,91,74
7/24/01,78,84,72
7/25/01,70,75,65
7/26/01,67.5,72,63
7/27/01,66.5,71,62
7/28/01,73,81,65
7/29/01,74.5,81,68
7/30/01,71,77,65
7/31/01,81.5,94,69
8/1/01,82.5,91,74
8/2/01,78,84,72
8/3/01,73,78,68
8/4/01,73,81,65
8/5/01,75,87,63
8/6/01,82,92,72
8/7/01,86.5,94,79
8/8/01,86.5,95,78
8/9/01,84,95,73
8/10/01,69,74,64
8/11/01,69.5,76,63
8/12/01,74,84,64
8/13/01,66.5,74,59
8/14/01,66.5,76,57
8/15/01,68,75,61
8/16/01,66.5,72,61
8/17/01,70,79,61
8/18/01,68,74,62
8/19/01,67,73,61
8/20/01,68.5,78,59
8/21/01,69,78,60
8/22/01,72.5,77,68
8/23/01,71.5,75,68
8/24/01,70.5,73,68
8/25/01,75,80,70
8/26/01,73,81,65
8/27/01,75,83,67
8/28/01,68.5,76,61
8/29/01,68,79,57
8/30/01,75.5,85,66
8/31/01,65.5,72,59
9/1/01,61,67,55
9/2/01,65,77,53
9/3/01,75.5,87,64
9/4/01,64.5,70,59
9/5/01,64.5,73,56
9/6/01,68.5,78,59
9/7/01,76,86,66
9/8/01,72.5,79,66
9/9/01,60.5,66,55
9/10/01,63.5,75,52
9/11/01,60.5,72,49
9/12/01,70,81,59
9/13/01,58.5,62,55
9/14/01,57,61,53
9/15/01,58.5,65,52
9/16/01,58.5,67,50
9/17/01,59,63,55
9/18/01,61,68,54
9/19/01,61,64,58
9/20/01,63.5,72,55
9/21/01,62.5,67,58
9/22/01,64,74,54
9/23/01,55.5,63,48
9/24/01,49.5,55,44
9/25/01,49,58,40
9/26/01,59,68,50
9/27/01,52.5,59,46
9/28/01,52,55,49
9/29/01,54,62,46
9/30/01,57.5,71,44
10/1/01,65.5,77,54
10/2/01,64.5,78,51
10/3/01,65.5,75,56
10/4/01,54.5,59,50
10/5/01,46,51,41
10/6/01,39.5,47,32
10/7/01,40.5,52,29
10/8/01,55.5,63,48
10/9/01,63,70,56
10/10/01,58.5,64,53
10/11/01,57,64,50
10/12/01,53.5,59,48
10/13/01,56.5,60,53
10/14/01,53,60,46
10/15/01,47.5,52,43
10/16/01,45.5,52,39
10/17/01,42.5,51,34
10/18/01,50.5,62,39
10/19/01,50,59,41
10/20/01,54,63,45
10/21/01,52.5,61,44
10/22/01,50.5,60,41
10/23/01,57,60,54
10/24/01,49.5,60,39
10/25/01,38.5,40,37
10/26/01,39.5,42,37
10/27/01,37.5,45,30
10/28/01,43,55,31
10/29/01,49.5,54,45
10/30/01,46.5,50,43
10/31/01,58.5,68,49
11/1/01,60,64,56
11/2/01,55,64,46
11/3/01,51,65,37
11/4/01,48,59,37
11/5/01,44,56,32
11/6/01,51.5,64,39
11/7/01,51.5,58,45
11/8/01,45.5,59,32
11/9/01,42,53,31
11/10/01,48,56,40
11/11/01,40,46,34
11/12/01,44,55,33
11/13/01,49,54,44
11/14/01,57,62,52
11/15/01,60,65,55
11/16/01,48,56,40
11/17/01,49.5,63,36
11/18/01,53,60,46
11/19/01,45,57,33
11/20/01,35,41,29
11/21/01,45.5,56,35
11/22/01,44.5,55,34
11/23/01,50.5,56,45
11/24/01,54.5,59,50
11/25/01,44.5,50,39
11/26/01,41,46,36
11/27/01,43.5,50,37
11/28/01,38.5,41,36
11/29/01,40,44,36
11/30/01,43,44,42
12/1/01,38,44,32
12/2/01,39,50,28
12/3/01,47.5,55,40
12/4/01,55,60,50
12/5/01,55,68,42
12/6/01,42,50,34
12/7/01,37,41,33
12/8/01,36,43,29
12/9/01,31,40,22
12/10/01,39.5,49,30
12/11/01,35.5,47,24
12/12/01,43.5,46,41
12/13/01,38,45,31
12/14/01,33.5,36,31
12/15/01,33,42,24
12/16/01,43,45,41
12/17/01,38,44,32
12/18/01,38.5,48,29
12/19/01,36,42,30
12/20/01,31.5,38,25
12/21/01,31,38,24
12/22/01,40,46,34
12/23/01,28,34,22
12/24/01,20.5,24,17
12/25/01,16.5,22,11
12/26/01,14,17,11
12/27/01,20.5,25,16
12/28/01,18,22,14
12/29/01,13,17,9
12/30/01,12,17,7
12/31/01,14,20,8
1/1/02,19,27,11
1/2/02,22.5,30,15
1/3/02,19,26,12
1/4/02,26,33,19
1/5/02,32,36,28
1/6/02,26.5,34,19
1/7/02,22,27,17
1/8/02,32,43,21
1/9/02,47,54,40
1/10/02,38.5,44,33
1/11/02,37,43,31
1/12/02,33,36,30
1/13/02,32,39,25
1/14/02,37,41,33
1/15/02,31,34,28
1/16/02,27,30,24
1/17/02,19,25,13
1/18/02,12.5,18,7
1/19/02,17,27,7
1/20/02,26,32,20
1/21/02,30,35,25
1/22/02,39,50,28
1/23/02,39,44,34
1/24/02,35,38,32
1/25/02,39,50,28
1/26/02,42,50,34
1/27/02,47,55,39
1/28/02,36.5,43,30
1/29/02,28.5,30,27
1/30/02,28.5,31,26
1/31/02,31,33,29
2/1/02,27,32,22
2/2/02,22.5,32,13
2/3/02,27,37,17
2/4/02,17.5,23,12
2/5/02,22.5,32,13
2/6/02,30.5,41,20
2/7/02,37.5,47,28
2/8/02,39.5,50,29
2/9/02,37,44,30
2/10/02,31.5,40,23
2/11/02,28,38,18
2/12/02,30.5,41,20
2/13/02,26,35,17
2/14/02,37.5,45,30
2/15/02,37.5,41,34
2/16/02,36,41,31
2/17/02,29,33,25
2/18/02,39,51,27
2/19/02,41,45,37
2/20/02,42.5,53,32
2/21/02,28.5,32,25
2/22/02,27.5,35,20
2/23/02,34,43,25
2/24/02,46.5,55,38
2/25/02,39,49,29
2/26/02,24.5,29,20
2/27/02,23,28,18
2/28/02,23,30,16
3/1/02,23.5,29,18
3/2/02,26,34,18
3/3/02,10.5,18,3
3/4/02,3,12,-6
3/5/02,18.5,28,9
3/6/02,29.5,33,26
3/7/02,32.5,35,30
3/8/02,45,55,35
3/9/02,39,59,19
3/10/02,19.5,27,12
3/11/02,34.5,45,24
3/12/02,34,44,24
3/13/02,46,56,36
3/14/02,37.5,41,34
3/15/02,37.5,43,32
3/16/02,33,37,29
3/17/02,35,38,32
3/18/02,35,40,30
3/19/02,36.5,43,30
3/20/02,36.5,40,33
3/21/02,28,41,15
3/22/02,23.5,34,13
3/23/02,35,44,26
3/24/02,29.5,36,23
3/25/02,25,30,20
3/26/02,30.5,35,26
3/27/02,33,44,22
3/28/02,39.5,48,31
3/29/02,39.5,44,35
3/30/02,43,51,35
3/31/02,36.5,45,28
4/1/02,34,37,31
4/2/02,33,36,30
4/3/02,33.5,38,29
4/4/02,31.5,36,27
4/5/02,33,40,26
4/6/02,31.5,38,25
4/7/02,38.5,43,34
4/8/02,45,48,42
4/9/02,39.5,44,35
4/10/02,46,57,35
4/11/02,58.5,72,45
4/12/02,53,64,42
4/13/02,46.5,53,40
4/14/02,56,70,42
4/15/02,73,88,58
4/16/02,76.5,86,67
4/17/02,72,82,62
4/18/02,68,88,48
4/19/02,53,66,40
4/20/02,40.5,44,37
4/21/02,36,39,33
4/22/02,36.5,40,33
4/23/02,36.5,47,26
4/24/02,56,70,42
4/25/02,45,53,37
4/26/02,39.5,45,34
4/27/02,40,43,37
4/28/02,42,45,39
4/29/02,49,60,38
4/30/02,51,58,44
5/1/02,49,57,41
5/2/02,46.5,52,41
5/3/02,40.5,47,34
5/4/02,46.5,62,31
5/5/02,52,61,43
5/6/02,65,75,55
5/7/02,54,66,42
5/8/02,47,51,43
5/9/02,54.5,60,49
5/10/02,53.5,62,45
5/11/02,46,51,41
5/12/02,44.5,47,42
5/13/02,48.5,55,42
5/14/02,51.5,62,41
5/15/02,57,74,40
5/16/02,52.5,66,39
5/17/02,39.5,44,35
5/18/02,39.5,46,33
5/19/02,42.5,49,36
5/20/02,39.5,44,35
5/21/02,44,55,33
5/22/02,52.5,64,41
5/23/02,63,69,57
5/24/02,52,63,41
5/25/02,43.5,47,40
5/26/02,56.5,73,40
5/27/02,61,72,50
5/28/02,59.5,70,49
5/29/02,68,81,55
5/30/02,75,86,64
5/31/02,76,84,68
6/1/02,74.5,90,59
6/2/02,54.5,62,47
6/3/02,50.5,55,46
6/4/02,57,64,50
6/5/02,51,57,45
6/6/02,56.5,67,46
6/7/02,61.5,72,51
6/8/02,72,83,61
6/9/02,70.5,82,59
6/10/02,76.5,88,65
6/11/02,73.5,81,66
6/12/02,60.5,66,55
6/13/02,59,63,55
6/14/02,61,68,54
6/15/02,65,75,55
6/16/02,66,77,55
6/17/02,65.5,76,55
6/18/02,62,70,54
6/19/02,69,80,58
6/20/02,81,90,72
6/21/02,70.5,77,64
6/22/02,77,91,63
6/23/02,81,91,71
6/24/02,79.5,90,69
6/25/02,80.5,91,70
6/26/02,77,85,69
6/27/02,70,75,65
6/28/02,74.5,86,63
6/29/02,76.5,84,69
6/30/02,82,95,69
7/1/02,84.5,93,76
7/2/02,84.5,93,76
7/3/02,84,93,75
7/4/02,73.5,86,61
7/5/02,67,73,61
7/6/02,71.5,79,64
7/7/02,75.5,84,67
7/8/02,83.5,95,72
7/9/02,70,74,66
7/10/02,68.5,72,65
7/11/02,67.5,72,63
7/12/02,66.5,76,57
7/13/02,68,80,56
7/14/02,68.5,82,55
7/15/02,78,88,68
7/16/02,80.5,89,72
7/17/02,80.5,90,71
7/18/02,77.5,85,70
7/19/02,68.5,74,63
7/20/02,70.5,82,59
7/21/02,88,98,78
7/22/02,79,85,73
7/23/02,68,73,63
7/24/02,68.5,72,65
7/25/02,71.5,77,66
7/26/02,75.5,85,66
7/27/02,76,81,71
7/28/02,83.5,91,76
7/29/02,77.5,83,72
7/30/02,81,92,70
7/31/02,84,94,74
8/1/02,84.5,95,74
8/2/02,70,76,64
8/3/02,69,79,59
8/4/02,77.5,85,70
8/5/02,72,78,66
8/6/02,65.5,70,61
8/7/02,65.5,73,58
8/8/02,68,77,59
8/9/02,69.5,80,59
8/10/02,76.5,89,64
8/11/02,80.5,92,69
8/12/02,78.5,90,67
8/13/02,76,84,68
8/14/02,71,78,64
8/15/02,73,84,62
8/16/02,75,81,69
8/17/02,75.5,87,64
8/18/02,67.5,77,58
8/19/02,66.5,73,60
8/20/02,65,73,57
8/21/02,75,86,64
8/22/02,67.5,73,62
8/23/02,67.5,73,62
8/24/02,72.5,80,65
8/25/02,69,74,64
8/26/02,67.5,76,59
8/27/02,70,75,65
8/28/02,68,73,63
8/29/02,67,74,60
8/30/02,68.5,77,60
8/31/02,69.5,75,64
9/1/02,72,82,62
9/2/02,71.5,80,63
9/3/02,71,79,63
9/4/02,67,74,60
9/5/02,65.5,74,57
9/6/02,67.5,78,57
9/7/02,74.5,85,64
9/8/02,73.5,85,62
9/9/02,80,90,70
9/10/02,72,84,60
9/11/02,63.5,71,56
9/12/02,65,77,53
9/13/02,66.5,75,58
9/14/02,67.5,79,56
9/15/02,60,67,53
9/16/02,62,75,49
9/17/02,66.5,78,55
9/18/02,70,77,63
9/19/02,74.5,80,69
9/20/02,67.5,72,63
9/21/02,65.5,73,58
9/22/02,57.5,65,50
9/23/02,54,65,43
9/24/02,50.5,59,42
9/25/02,56.5,70,43
9/26/02,63,74,52
9/27/02,56.5,63,50
9/28/02,57,67,47
9/29/02,70.5,80,61
9/30/02,75,83,67
10/1/02,73.5,81,66
10/2/02,60.5,67,54
10/3/02,57.5,62,53
10/4/02,60.5,69,52
10/5/02,52.5,60,45
10/6/02,56.5,67,46
10/7/02,46,53,39
10/8/02,57,66,48
10/9/02,52,58,46
10/10/02,52.5,61,44
10/11/02,56,67,45
10/12/02,60,72,48
10/13/02,43.5,50,37
10/14/02,45.5,56,35
10/15/02,47.5,55,40
10/16/02,39.5,47,32
10/17/02,38.5,45,32
10/18/02,45,58,32
10/19/02,43.5,47,40
10/20/02,41.5,50,33
10/21/02,45.5,50,41
10/22/02,41,46,36
10/23/02,42,46,38
10/24/02,43.5,46,41
10/25/02,45,47,43
10/26/02,45.5,50,41
10/27/02,39.5,45,34
10/28/02,41.5,47,36
10/29/02,43,45,41
10/30/02,42.5,46,39
10/31/02,37.5,44,31
11/1/02,32.5,39,26
11/2/02,37,45,29
11/3/02,37,49,25
11/4/02,37.5,43,32
11/5/02,37.5,42,33
11/6/02,40.5,45,36
11/7/02,44,57,31
11/8/02,55.5,62,49
11/9/02,58,66,50
11/10/02,52,60,44
11/11/02,40.5,47,34
11/12/02,39,42,36
11/13/02,43.5,55,32
11/14/02,43.5,52,35
11/15/02,35.5,39,32
11/16/02,34,37,31
11/17/02,29.5,37,22
11/18/02,31,42,20
11/19/02,43,54,32
11/20/02,39.5,50,29
11/21/02,39,43,35
11/22/02,34,38,30
11/23/02,38.5,46,31
11/24/02,32,37,27
11/25/02,27.5,33,22
11/26/02,27.5,35,20
11/27/02,27.5,33,22
11/28/02,28,37,19
11/29/02,42.5,48,37
11/30/02,28.5,41,16
12/1/02,24,34,14
12/2/02,26,32,20
12/3/02,19.5,26,13
12/4/02,19.5,26,13
12/5/02,17,23,11
12/6/02,21,32,10
